CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
Swiss Litter Report,Sihl_zuerich_eichenbergerD,CH,,47,,,20180122,Cleanup,,8.516696451,47.33958832,8.516876114,47.34000227,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,unterdsee_ermatingen_brunkem,CH,,25,Urban,Pebbels,20170923,Cleanup,,9.081246182,47.67263329,9.081077475,47.67243646,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,Birs_Basel_GrunerN,DE,,34,Urban,Pebbels,20170415,Cleanup,,7.622198822,47.55112758,7.621976494,47.55139102,,,1,,,,,,,,,,,,,,,,,1,,,,24,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,2,,4,,,,,,,,3,,,,,,,1,,3,1,1,,,,2,1,,,,,,,,,,,,,,,,2,,,,,,,,,75,,,
Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20171130,Cleanup,,9.063815632,47.44678658,9.064160585,47.44744754,,1,,,2,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
Swiss Litter Report,Sihl_Horgen_BucherF,CH,,24,,,20170525,Cleanup,,8.553682053,47.27269458,8.553417376,47.27282803,,1,1,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,1,0,,1,1,1,1,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,1,,,0,0,,,,,1,0,0,0,,,,0,,0,0,0,,0,0,1,,,0,0,0,,0,0,0,,0,,,0,,1,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,1,0,0,0,,,,,0,,0,1,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,1,,,0,0,,,,1,0,0,0
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20170412,Cleanup,,28.63048,44.31021,28.63005,44.30936,,27,226,4,20,24,,4,1,3,1,,,,,,,275,57,14,19,26,12,330,3,,183,42,14,57,4,85,22,,,,,,,,,,52,143,3,4,6,8,,,,,1,,,1,11,10,22,,,,,10,35,1,141,,20,2,,,,6,,8,,,,3,28,,,2,3,1,,2,25,1,1,,2,,,2,,,10,13,,,,,30,,1,43,2,1,,1,11,6,8,,,14,1,,15,1,,,1,,,5,1,,44,,,20,,,,1,,14,,,,,20,,,1,10,7,147,1,,24,229,,,,,,1,
Surfrider Foundation Europe,"6178 Avenue de la Plage, 62231 Sangatte, France",FR,North-east Atlantic Ocean,69,,,20160319,Cleanup,,1.82574,50.9613,1.82674,50.9613,,45,,,,,,60,,,,,,,,,,40,,,,,,,,,100,,50,30,,,,,,,,,,,,,,500,,,,600,,,,,,,,,,,,,,10,,,,,180,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,15,,6,,,,,,,,35,,,
Surfrider Foundation Europe,"Unnamed Road PloudalmÈzeau, 29830 PloudalmÈzeau, France",FR,North-east Atlantic Ocean,73,,,20150430,Cleanup,,-4.66775,48.5742,-4.66675,48.5742,,6,,,2,8,,15,,,,,,,,,,15,,,,,2,8,,,18,5,0,10,2,3,,,,,,,,,,,,20,,,,3,,,2,,,,,,,,,,0,0,,,,,2,,2,,,,,,,,,,,,1,,,,,1,,,,0,,,,,1,,,,,10,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,16,,20,,,,,,,,20,,,
Independent,Mollˆsund badstrand,SE,North-east Atlantic Ocean,653,Urban,Rocky,20140510,Cleanup,,11.46957726,58.07645965,11.47487629,58.08162472,,40,100,,100,20,,40,,,,,,,,,,200,,,,,,,,,100,,,,80,,,,,,,,,,,,,1000,,60,,,,,,,,,,,,,,,,,,80,300,,,,1000,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20170415,Cleanup,,8.550474341,47.35395734,8.55053981,47.3544311,,1,3,,3,0,,1,,,1,,,,,,,6,0,1,1,6,1,107,1,,15,3,0,7,7,1,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,1,,,0,0,,,,,9,0,4,0,,,,0,,0,0,0,,0,0,0,,,0,0,1,,0,2,0,,0,,,0,,0,0,2,0,,,,0,,0,0,0,,,0,6,0,0,0,19,0,1,0,,,,,8,,0,1,0,,4,0,0,6,0,,,0,,,,0,,,0,,0,0,2,0,1,,,0,0,,,,23,0,2,0
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20180131,Cleanup,,8.675699123,47.36357229,8.676283172,47.36384326,,2,6,,,,,2,,,,,,,,,,2,,,,3,,36,,,29,1,52,1,1,2,,,,,,,,,,,,2,,,,,,,,,,,,,1,75,,,,,,,,,5,,14,,,,,4,,,1,,,1,2,1,,,,,3,,14,2,,,,,,,,,,1,,,,,,,,3,,,,,,,,,2,15,,,,,,,,,1,1,,,5,,10,7,,,,,,,,,,,1,,2,,2,,2,,,,2,,,,37,,,
Mare Nostrum,Neversea,RO,Black Sea,302,Urban,Sandy,20180809,Cleanup,,28.656672,44.178405,28.65583,44.18109,,,,4,1,,,,,,,,,,,,,5,,,1,,1,491,,,20,2,1,4,2,33,,11,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,2,12,,,,,,,,,6,,,,,,2,1,,,,,,,,1,1,,,,,,1,,,4,2,,,,,7,,,27,3,32,1,,4,4,,,,54,1,,,,,,2,,,45,,,,,7,2,,,,,,1,,,,,3,,,,1,,,,,,,,,,,,6,
Independent,Formby point,UK,North-east Atlantic Ocean,722,Rural,Sandy,20190325,Cleanup,,-3.103213065,53.55175306,-3.102223183,53.55821201,,2,,,28,6,2,18,,,,,,,,,,188,58,10,,,8,,6,,608,18,6,22,4,32,,,,,,,,,,,8,26,,,,,,,,,,,,,,250,,,8,,,,484,,,30,4,,,,,,,,18,,,,43,28,,,,,,2,,12,2,,,,,,,2,,10,,,,,,,16,10,,,,,,,,,,,,,8,,,,,,,,,4,6,,,12,,,,,,,,,,,,,,,,,,,,,,,,,64,,,
Legambiente Onlus,Spiaggia di Ponente Scicli (RG),IT,Unknown,100,,,20180427,Monitoring,,0.000131452,0.000330256,0.000131461,0.000330256,,11,1,,3,,,,,,,,,,,,,15,,,,,3,12,2,,1,2,,3,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,,,,3,2,1,,25,,,,,,2,,2,,,,,,3,,,7,,,,,,6,,,,,,,,,,,9,,,,,,,,17,,,
Independent,kellen,FR,North-east Atlantic Ocean,102,Urban,Other (mixed),20160511,Cleanup,,-3.578584478,48.78236264,-3.579024144,48.78149599,,,,,1,,,,,,,,,,,,,5,,,,,,1,,,,,1,,,,,,,,,,,1,,,,12,,,,,,,11,,,,,,,,,,,,,1,,,22,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,4,,,1,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,
Swiss Litter Report,vierwaldst‰ttersee_weggis_schˆberls_1,CH,,23,,,20170819,Cleanup,,8.418568937,47.04453213,8.418664934,47.04472764,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,2,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,1,0,0,,0,,,0,,0,0,0,0,,,,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,3,0,0,0
Swiss Litter Report,untersee_steckborn_siedlerm,DE,,1335049,Rural,Other (mixed),20170525,Cleanup,,27.07421579,48.49575412,8.971306721,47.66187645,,,3,,,,,,,,,,,,,,,1,,,,,,11,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
ocean-R-evolution.com,cleanuptravels.com,DE,,3086,Near river mouth,Pebbels,20170324,Cleanup,,8.731163615,47.69224279,8.689735863,47.69396533,,,6,,3,3,,3,,,,,,,,,,5,,8,,,,,,,2,,2,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3,,,1,,1,,,,,,,,,,,,,,,8,,,,,,,,,,,
NIMRD Grigore Antipa,Ammos,RO,Black Sea,412,Urban,Sandy,20180524,Cleanup,,28.62191666,44.26533211,28.62185253,44.26903858,,20,20,,,3,,,,,2,,,,,1,,18,2,4,3,1,1,13,,,7,3,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,2,,,25,,8,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,1,,,,,1,1,,,3,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,,,,,4,,,
Plastic Change,Boserup,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20180622,Cleanup,,12.04382643,55.67119801,12.04366129,55.67030767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,Rhein_Basel_BlarerP_2,DE,,29,,,20171124,Cleanup,,7.587948481,47.59115102,7.58783016,47.59090377,,0,0,,0,1,,0,,,0,,,,,,,0,0,0,0,0,1,86,0,,0,0,0,0,1,1,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,25,0,1,0,,,,0,,1,0,0,,0,0,0,,,0,0,0,,1,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,18,1,0,0,,,,,0,,1,0,0,,0,0,14,23,0,,,0,,,,0,,,0,,0,0,13,0,0,,,0,0,,,,10,0,0,0
Black Sea NGO Network,Kamchia,BG,Black Sea,156,Near river mouth,Sandy,20180414,Cleanup,,27.8888,43.02536667,27.88898333,43.02396667,,3,32,,53,35,,4,,,,,,,,,,166,,,,,,10,,,23,,,,12,28,,,,,,,,,,,,17,,15,,,,,,,,,,,,,,,,,,17,125,,,,79,,,,,,,7,,,,,,,,,,,,,43,,,,,,,,,,,,5,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20170424,Cleanup,,8.526254935,47.31242173,8.526473899,47.31196494,,0,0,,0,0,,0,,,0,,,,,,,1,0,0,1,7,0,25,0,,2,0,0,0,0,2,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,3,1,0,0,,,,,1,,0,0,0,,1,0,0,1,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20170530,Cleanup,,8.477770133,47.4034956,8.478190512,47.40364429,,1,2,,0,2,,0,,,0,,,,,,,0,0,0,0,1,0,14,1,,3,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,1,0,2,0,,,,0,,1,0,0,,1,0,0,,,0,1,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,1,0,0,0,1,0,1,0,,,,,0,,0,0,0,,2,0,1,0,0,,,0,,,,0,,,0,,0,0,2,0,0,,,0,0,,,,0,0,0,0
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20160621,Monitoring,,12.57666753,55.55767488,12.57508718,55.55761141,,,2,,1,,,2,,,,,,,,,,1,,1,1,4,,,,,6,,,1,,,,,,,,,,,,,,10,,1,1,,,,,,,,,,,,,,1,,,3,,,11,,1,,,,,1,,,,3,,,2,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,1,,2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,5
Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20180329,Cleanup,,8.409539782,47.40798906,8.409789939,47.40852153,,,3,,,,,1,,,,,,,,,,1,,,,1,,4,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,1,,2,,,,,,22,,,,1,1,,1,,,,,,,,,,,2,,,,,1,,,2,,,,3,1,2,,,3,,,,,,,,,,,,,,6,,2,2,,,,1,,,,,,,1,,,,4,,,,,,3,,,,14,,,
Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20180304,Cleanup,,7.462960549,46.93102012,7.462813345,46.9311636,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,1,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Legambiente Onlus,Riccio TolloOrtona (CH),IT,Unknown,100,,,20180507,Monitoring,,0.000129096,0.000380702,0.000129105,0.000380702,,,10,4,15,15,10,8,5,10,,,,3,,1,3,,,100,100,,,100,,2,,,,10,15,7,,5,,,,,,30,,,,,,,,4,,13,,,,,,,10,4,,,,3,,,,,,,40,25,,,,,,,8,,,7,,,,,,3,,,,,,,,4,,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,5,4,,15,,,,,,1,,,,4,,,,,,,30,,,,,,,,,,,
Swiss Litter Report,bodensee_thal_schlachterj_1,CH,,32,,,20171130,Cleanup,,9.543909919,47.4862163,9.543766189,47.48593948,,1,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,11,1,,2,0,0,0,0,1,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,6,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,1,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,1,1,0,,0,0,0,2,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,2,0,0,2
Independent,Bajo de guia 10-05-14,ES,North-east Atlantic Ocean,688,Near river mouth,Sandy,20140510,Cleanup,,-6.356390822,36.78703145,-6.362435776,36.78330692,,22,,,12,10,,2,,,,,,,,,,68,,,54,8,,348,,,46,646,2,12,2,104,,,,,,,,,,,10,28,,,,,,,,,,,,,,,,,,,,,,,,1156,,,,,,,,,,,,2,2,,,,,,,,8,,,,,,,,,,,8,,,,,48,,14,188,,,,16,,,,,26,,,,,,,2,2,,,,,,20,,,6,,,,,,,,,,,,,2,,,,2,,,,,,,,38,,,
Independent,Chesil Cove,UK,North-east Atlantic Ocean,441,Urban,Pebbels,20151021,Cleanup,,-2.447999686,50.55702152,-2.449175666,50.56091823,,4,1,,69,,,14,,,2,,,,,,,62,,,4,,4,2,,1,35,,,10,1,26,,,4,,,4,,,,,,,,,,195,,,,,,,,,5,,,,4,,,1,,,,,82,,,,,,,,,,,,,,,,,5,2,,384,6,1,,,,,,,,6,,,,,,,,1,39,,,,1,,,,,,,,,,,,,,2,,,,4,43,,4,5,,,,1,,,,,,,,,,,11,1,,,,,,,,,,,,2
Perseus,Vama Veche ó 2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20150804,Cleanup,,28.58188921,43.77835953,28.57638704,43.75610959,,4,6,,43,33,2,10,,,,1,,,,,,20,,,2,2,2,10,,,10,,1,,3,4,,2,,,,,,1,,,5,7,,1,,1,,,,,,,,1,,,2,,,4,,5,5,,,1,4,,,,,,,,,,,,4,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,2,1,4,,,,,,,,,,,,,,,,,2,5,1,,5,,,,1,,,,,,,,,,,,,4,1,1,,,,,,4,,,
Swiss Litter Report,Rhein_Basel_BlarerP_1,DE,,38,,,20170621,Cleanup,,7.587318068,47.58940625,7.587464405,47.58973545,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,100,0,,2,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,3,0,0,0,,,,0,,0,0,1,,0,0,0,,,0,0,0,,1,0,0,,0,,,0,,1,1,0,0,,,,0,,0,0,0,,,0,0,0,0,0,28,0,0,0,,,,,0,,0,0,0,,0,0,6,2,0,,,0,,,,0,,,1,,0,0,3,0,0,,,0,0,,,,1,0,0,0
Swiss Litter Report,Pfaffner_Rothrist_Ischik,CH,,14,,,20170828,Cleanup,,7.899466371,47.29856781,7.899623298,47.29864172,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,4,0,,1,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,1,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,2,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,1,0,0,0
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20170601,Cleanup,,8.618421358,47.19150123,8.618737454,47.19110211,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20180228,Cleanup,,8.675699123,47.36357229,8.676283172,47.36384326,,,6,,3,1,,,,,,,,,,,,,,1,1,5,1,45,,,33,2,7,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,1,63,,,,,,,,,6,,13,,,,,,,,,,,,1,,,,,,4,,3,1,1,,,,,,,,,2,,,,,,,,,,,,1,,1,,,8,,,,,,,,,,1,1,,,9,,6,3,,,,,,,,,,,,,,,4,,1,,,,2,,,,17,,,
Swiss Litter Report,sihl_zuerich_eggerskoehlingera,CH,,32,,,20170409,Cleanup,,8.53832789,47.38189811,8.538454926,47.38161864,,0,0,,0,3,,0,,,0,,,,,,,0,0,0,0,1,0,5,0,,0,0,0,0,0,1,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,0,13,,,0,0,,,,,1,0,0,1,,,,1,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,1,0,1,,,,0,,0,0,0,,,0,0,0,0,0,7,0,0,0,,,,,0,,0,0,0,,1,0,3,0,0,,,0,,,,0,,,0,,0,0,8,0,0,,,0,6,,,,25,0,0,0
Surfers Against Sewage,Teignmouth,UK,North-east Atlantic Ocean,329,Near river mouth,Sandy,20150329,Cleanup,,-3.498525241,50.54423528,-3.499799511,50.54138879,,,6,,1,2,,1,,,,,,,,,,6,,,,,,2,,,21,,,,,1,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,18,2,,,,2,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,
DeFishGear - Slovenia,Strunjan MS Monitoring ,SI,Mediterranean Sea,101,Urban,Pebbels,20180716,Monitoring,,13.60225756,45.53593545,13.60188741,45.53680532,,86,7,,1,1,,1,,,,,,,,,,5,,1,4,28,1,289,1,,42,1,,,,,,,,,,,,1,,,1,15,,12,,,,,,,,,,,2,30,,,1,,,,,,47,,15,,,,,1,,3,,,,,13,,,,,5,,,,,,,,,,1,,,,,,,,,1,,,2,,,,,,,,,12,,,,,,,,,,,4,,,1,,2,3,,,,,,1,,,,,,,,,3,,,,,,6,,,,23,,1,
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20180920,Cleanup,,28.63048,44.31021,28.63005,44.30936,,2,142,5,3,4,,2,1,1,,,,,,,,60,15,9,6,17,5,1874,,,228,4,6,26,5,90,12,2,,,,,,,,,11,9,,1,1,3,,,,,,,,,11,10,3,,,,,35,3,,72,1,18,,,,,1,1,1,,,,1,13,,,,1,3,,,12,14,,,,,,2,,,9,11,,,,,20,,2,28,,3,,,9,32,,,,52,1,,50,,,,2,,2,,,,13,,16,30,,,,,,3,,,,,8,,5,,3,1,,,,23,,,,,94,,,
Swiss Litter Report,Rhein_Basel_BlarerP_1,DE,,38,,,20180226,Cleanup,,7.587318068,47.58940625,7.587464405,47.58973545,,0,0,,0,0,,0,,,0,,,,,,,0,0,1,0,0,0,19,0,,1,0,0,0,1,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,0,1,,,0,0,,,,,0,0,1,0,,,,0,,0,1,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,1,0,0,0,2,0,0,0,,,,,0,,0,0,0,,0,0,1,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,1,0,0,0
Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20161010,Monitoring,,28.64046,43.95488,28.64006,43.954,,,40,,44,25,,41,7,2,,,,,,,,72,35,12,10,47,4,1528,2,,186,11,6,52,13,131,8,2,,,,,,,,,1,5,,9,3,,,,,,,,,1,6,2,,,,,,16,3,,35,,14,,,,,,,4,,,,1,5,,,,,2,,1,4,3,1,,,,,,,3,14,2,2,1,,,1,,2,23,,13,4,4,21,86,7,,,297,7,,23,,,,,,,24,3,,40,2,,41,,,,,,8,,,,,3,,,1,6,,102,,,,3,,,,,1,1,
Institute for Water of the Republic of Slovenia,Mesecev zaliv 1,SI,Mediterranean Sea,102,Rural,Pebbels,20130920,Cleanup,,13.61093245,45.53773844,13.61198468,45.53828206,,1,15,,1,,1,9,,,,,,,,,,12,,4,2,4,3,1,3,,1,,2,9,,3,,,,,,,,9,,,,,,1,,,,,,,,,,1,1,2,,,,,,6,495,,,,,,,,,,,2,,,,,1,1,,,,1,,3,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,4,,,,,,,,,4,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Swiss Litter Report,vierwaldst‰ttersee_weggis_schˆberls_2,CH,,68,,,20170910,Cleanup,,8.417307579,47.04395301,8.418082376,47.04426291,,0,0,,0,0,,0,,,0,,,,,,,0,0,1,0,0,0,3,0,,0,1,1,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,21,0,5,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,2,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,2,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,38,0,0,0
Plastic Change,Lejre Vig II,DK,North-east Atlantic Ocean,100,Rural,Rocky,20170712,Monitoring,,11.99125,55.683035,11.99203,55.682251,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfrider Foundation Europe,"KernavÈno Crozon, 29160 Crozon, France",FR,North-east Atlantic Ocean,74,,,20150505,Cleanup,,-4.54547,48.2405,-4.54447,48.2405,,30,,,,9,,10,,,,,,,,,,40,,,,,3,15,,,50,10,,,,,,,,,,,,,,,,90,,,,30,,,,,,,,,,,,,7,4,,,,,,,30,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,80,,,
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20171025,Cleanup,,7.792304073,47.21653324,7.792293051,47.21640588,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
